customer_id,age,income,product_owned,competitor_product_owned,last_purchase,churned,product_knowledge
55238,56,85770,Product B,Competitor Product B,303,1,6
85246,24,79047,,Competitor Product A,64,0,4
53496,54,75279,,Competitor Product A,26,0,6
96092,54,47986,,Competitor Product B,252,1,8
13683,21,48852,,Competitor Product B,140,1,2
34662,29,46382,Product B,Competitor Product B,38,0,5
83852,35,92902,Product C,,156,0,1
48841,55,53875,,Competitor Product A,214,1,1
17655,52,60247,,,134,0,8
17533,23,81801,Product A,,288,1,3
77666,19,44500,,Competitor Product B,138,1,6
44230,25,62659,Product B,,358,1,1
58408,33,73820,,Competitor Product B,241,1,6
72103,43,48087,Product B,Competitor Product A,110,0,4
61655,32,49437,Product A,Competitor Product B,166,1,3
11197,63,68225,Product C,Competitor Product B,42,1,10
39650,36,94631,,,325,1,10
64038,45,66953,Product C,,77,1,4
6560,67,30695,,Competitor Product A,288,0,9
19130,68,48926,,Competitor Product B,210,0,1
30405,45,44503,Product A,Competitor Product B,240,1,2
79543,55,30090,Product A,,247,0,5
64033,66,77279,,,143,1,1
84711,43,62885,Product A,Competitor Product A,202,0,4
27450,52,66853,Product B,,344,1,6
92782,49,58935,Product C,Competitor Product A,24,0,2
91133,30,51674,Product A,,126,1,9
35966,38,69828,Product B,Competitor Product B,242,0,10
92477,62,39494,Product B,Competitor Product A,155,0,8
10117,41,46188,Product A,Competitor Product A,286,1,2
73047,26,37973,Product A,Competitor Product A,53,0,5
26973,40,44133,,,133,1,2
80769,46,63676,Product B,Competitor Product A,142,0,4
42780,27,78103,Product A,Competitor Product B,359,1,6
8870,21,52503,Product A,,177,0,3
28953,27,45947,Product A,Competitor Product B,311,0,1
17617,36,30113,Product C,Competitor Product B,161,1,9
45363,38,99746,Product C,Competitor Product A,357,1,1
949,48,78323,Product A,Competitor Product A,124,1,3
20703,22,93508,,Competitor Product B,314,0,10
21630,49,53017,,Competitor Product B,162,1,6
48573,33,70597,Product B,Competitor Product B,186,0,5
24331,22,67907,Product A,Competitor Product A,286,1,2
67218,44,35591,Product C,Competitor Product B,274,0,1
31063,21,76362,Product A,Competitor Product B,94,1,1
30738,53,36993,,Competitor Product B,98,0,3
13014,28,42573,Product C,,162,0,1
64606,40,98173,,Competitor Product A,256,0,4
47639,34,95778,Product C,Competitor Product B,200,1,3
72401,68,94220,Product A,Competitor Product A,77,0,5
86621,64,30457,Product C,Competitor Product B,298,0,7
10080,59,88790,Product A,,119,1,5
30246,55,64112,,,224,0,5
62174,61,95059,Product C,,155,0,5
11710,23,31101,Product B,Competitor Product B,270,0,5
45658,33,47677,,,312,0,2
14968,40,36268,Product A,Competitor Product B,15,0,10
51388,43,95729,Product C,Competitor Product A,170,1,10
31168,23,74165,,,80,1,6
17062,48,43137,Product B,Competitor Product B,195,1,2
25317,44,35382,Product A,Competitor Product A,260,0,7
7650,52,49160,Product A,Competitor Product A,354,0,4
61356,44,73373,Product C,Competitor Product A,268,0,5
61477,64,70619,Product C,,322,1,8
33810,41,88436,,Competitor Product A,12,1,8
38986,66,87739,Product B,Competitor Product A,344,0,9
36763,31,79551,Product B,Competitor Product B,65,1,2
26869,34,90479,Product C,,41,0,6
56347,54,96069,,,57,1,4
695,67,75210,,Competitor Product B,146,1,8
10841,54,81362,Product C,,323,0,8
22432,39,38324,Product A,Competitor Product A,137,1,6
5220,42,61126,Product C,Competitor Product B,324,1,3
41842,18,79499,,Competitor Product A,319,1,2
72642,19,99807,Product C,,347,0,10
99908,64,80302,,Competitor Product A,215,0,5
1810,69,96415,Product C,Competitor Product A,52,1,7
90566,24,94486,Product C,Competitor Product B,297,1,7
25356,25,80129,Product C,Competitor Product A,16,1,8
51079,51,57061,Product C,Competitor Product B,155,0,9
7766,28,31227,Product B,Competitor Product A,222,1,2
70550,34,56346,Product A,Competitor Product B,166,1,10
94754,58,54167,,,97,0,3
12596,58,96691,Product A,,250,0,7
96945,42,98641,Product C,,292,1,8
44271,57,88592,Product C,Competitor Product A,5,0,8
30187,62,71271,Product C,Competitor Product B,233,0,10
70945,34,83516,Product A,,361,0,5
27782,68,60354,,,330,1,7
91186,54,46334,Product C,Competitor Product A,267,0,5
11157,50,71442,Product A,Competitor Product B,195,1,8
12565,41,82609,Product B,,177,1,5
341,26,40568,Product B,Competitor Product B,27,1,2
66339,22,87965,Product B,Competitor Product A,187,0,3
75974,33,45330,Product C,,225,1,1
95043,20,36023,Product C,Competitor Product A,181,1,3
8498,40,55451,Product C,Competitor Product A,151,1,4
96847,26,87976,Product B,Competitor Product B,258,0,9
49563,52,35327,,,8,1,10
72636,43,84618,,Competitor Product A,195,1,6
25849,32,96838,Product C,Competitor Product B,212,0,10
84191,48,85026,Product B,Competitor Product A,38,0,2
42546,64,35027,,Competitor Product B,263,0,8
7365,69,89480,,Competitor Product A,251,0,8
97648,35,76952,Product A,,38,0,3
5301,55,90335,Product A,Competitor Product B,281,1,9
45491,56,34588,Product C,,24,1,6
93808,66,95799,Product B,Competitor Product B,363,0,4
85528,29,62325,Product C,,71,1,9
10779,41,39918,,,81,1,1
8343,29,91717,Product A,Competitor Product B,93,0,10
18651,65,43310,Product C,Competitor Product A,60,0,5
56702,22,76016,Product B,,140,0,1
95783,25,78321,Product C,Competitor Product B,175,0,7
105,61,78653,Product A,Competitor Product B,313,0,7
58744,44,60204,Product A,Competitor Product A,316,0,9
92895,46,43884,Product A,,336,0,6
50018,27,76983,Product C,Competitor Product B,162,1,7
52376,49,47455,Product A,Competitor Product A,30,1,6
86795,69,36075,,Competitor Product B,170,0,4
21640,34,70875,Product B,Competitor Product A,203,1,9
68152,42,62050,Product A,Competitor Product B,253,0,4
51335,49,62558,Product A,Competitor Product A,256,0,4
97892,21,34118,,Competitor Product B,68,1,3
55460,19,67911,Product A,Competitor Product A,149,0,8
2973,31,61602,Product B,,262,0,8
9543,34,92099,Product C,Competitor Product B,181,1,9
66644,29,48578,Product B,,11,0,9
64949,62,79855,Product B,Competitor Product A,365,1,9
11826,37,79423,,Competitor Product B,70,1,4
30362,25,94164,Product A,Competitor Product A,360,1,5
64463,29,58992,Product B,Competitor Product B,93,0,5
48499,51,34722,,Competitor Product B,60,1,10
48039,37,79554,,Competitor Product A,205,1,4
70384,21,83202,Product B,,191,0,5
93856,55,97562,Product C,Competitor Product A,14,1,5
3746,70,54074,,Competitor Product A,206,1,1
80160,61,70896,Product C,,199,1,4
19665,65,99652,Product B,Competitor Product A,7,0,10
38854,40,93319,Product C,,302,0,2
33261,51,31027,,Competitor Product B,199,1,1
84709,44,87922,,Competitor Product A,26,1,3
58237,47,48095,Product C,Competitor Product A,186,0,6
26538,28,67066,Product A,Competitor Product A,269,0,10
70855,47,82868,Product C,,100,1,2
15926,34,61564,Product A,,49,1,6
50546,18,74017,Product A,,85,1,7
64313,31,55737,Product B,Competitor Product B,329,1,1
78134,44,47745,Product A,Competitor Product B,108,1,9
62441,50,73856,Product B,,248,1,1
62876,63,87737,,Competitor Product B,85,1,7
28693,34,57866,Product A,,58,0,10
91058,59,90173,Product A,,150,1,7
81972,28,84083,Product C,Competitor Product B,244,0,5
63961,68,35007,,Competitor Product A,168,1,10
76264,24,61829,Product C,,158,0,9
42970,44,58123,,,277,1,8
95606,32,91234,Product B,Competitor Product B,327,0,7
89698,40,92690,Product A,Competitor Product A,128,1,4
98611,56,83036,Product C,Competitor Product B,82,1,5
4895,29,42243,,,46,1,3
76182,47,68569,,,17,0,1
13022,51,93884,,,55,0,1
72606,54,56076,,Competitor Product A,101,1,7
95280,50,96187,Product B,Competitor Product A,146,0,8
15980,29,78762,Product B,Competitor Product B,105,1,2
30212,53,86971,Product C,Competitor Product B,123,0,10
9019,21,45188,,Competitor Product A,173,1,8
52086,32,74547,Product C,Competitor Product A,338,1,3
4690,43,73428,Product B,Competitor Product A,213,1,5
84778,26,73578,,Competitor Product A,303,1,8
4978,43,66646,Product A,Competitor Product A,328,1,7
73449,40,53513,,Competitor Product B,1,1,9
73521,62,74648,Product A,,224,0,10
17137,28,48909,Product B,,39,1,7
1684,29,93657,,Competitor Product A,301,1,8
69647,37,95482,Product C,Competitor Product B,91,1,2
94760,65,63834,Product B,Competitor Product B,365,0,7
96250,29,86401,Product C,Competitor Product B,92,0,6
85761,33,62574,Product B,Competitor Product A,192,1,7
82236,49,32211,Product A,Competitor Product A,197,1,8
8358,24,37594,Product B,Competitor Product A,101,0,9
5870,58,61244,Product C,Competitor Product A,59,0,7
56026,60,69040,Product C,,198,0,7
58474,47,66530,,Competitor Product B,201,1,4
75875,43,66642,,Competitor Product A,73,0,2
947,37,68729,,Competitor Product B,74,0,3
81766,25,78348,Product A,Competitor Product A,192,1,5
89900,66,35846,Product B,,92,0,3
85522,45,88699,Product A,Competitor Product B,267,0,2
43405,55,92746,Product B,Competitor Product A,312,0,2
39922,30,68295,Product B,Competitor Product B,110,0,1
46737,41,38742,Product A,,265,0,4
51274,20,64313,Product B,,317,1,1
90170,42,36037,Product C,,263,0,2
67810,31,66341,,Competitor Product A,300,0,8
40693,40,69055,Product A,Competitor Product B,246,0,7
25229,66,35393,Product A,,181,1,4
70605,68,84450,Product B,Competitor Product A,95,1,2
24790,34,51277,Product B,Competitor Product B,255,0,1
43623,60,94346,,Competitor Product A,295,1,10
3090,57,66692,Product A,,34,0,2
21484,26,33138,Product A,,134,1,4
32340,37,98535,,,285,1,1
19203,36,77509,Product C,Competitor Product A,15,0,2
57935,70,93019,Product A,,153,0,8
25552,20,59365,Product B,Competitor Product A,317,0,7
13929,41,95238,Product A,Competitor Product B,48,1,10
99600,20,72546,Product C,Competitor Product B,160,1,1
63153,67,33132,,Competitor Product B,256,1,1
49992,55,33815,Product A,Competitor Product B,118,1,6
40708,33,85965,Product A,Competitor Product B,205,0,4
17219,34,67267,Product A,,10,1,7
44728,52,59925,,Competitor Product B,123,1,3
83053,38,95002,Product C,Competitor Product A,65,0,8
43526,47,61938,Product C,,88,0,7
47274,21,52267,Product C,Competitor Product A,302,1,9
52159,60,80761,Product B,Competitor Product B,80,1,6
56481,65,89097,Product B,Competitor Product A,164,0,6
45953,59,94920,Product C,Competitor Product A,28,0,5
82075,38,36990,,Competitor Product B,163,0,2
10346,55,56797,,Competitor Product A,214,1,3
11426,48,75126,,,242,0,10
55363,29,94180,Product C,,256,1,5
35733,19,79502,,Competitor Product B,269,1,8
28904,42,54238,Product B,,38,0,1
84816,33,84020,Product A,Competitor Product A,154,0,4
11870,32,74841,Product C,Competitor Product B,238,1,1
43395,68,55331,Product A,Competitor Product B,265,0,2
95053,49,85098,Product A,Competitor Product B,74,0,3
19417,65,42218,Product A,Competitor Product A,186,0,3
33533,22,86030,Product A,Competitor Product B,75,0,8
86617,33,67345,Product B,Competitor Product B,260,1,5
6482,32,44027,Product B,Competitor Product A,12,1,7
63918,35,57625,Product C,,320,0,3
83889,38,65259,Product B,Competitor Product A,102,0,7
67815,58,78025,,Competitor Product A,141,1,4
51113,31,38657,Product C,Competitor Product B,128,0,10
57363,56,57752,Product C,Competitor Product A,83,0,7
69528,41,94773,Product C,,84,0,2
37299,63,35030,,Competitor Product B,238,1,10
45875,66,60601,Product C,Competitor Product B,131,1,2
12771,54,86487,Product A,,289,1,3
70559,64,53726,,,214,0,7
3017,33,96480,Product A,Competitor Product B,320,1,8
30235,32,32958,Product B,Competitor Product B,49,1,6
31669,18,36175,Product A,Competitor Product A,171,1,6
23950,52,73874,Product B,Competitor Product A,245,0,3
27406,19,95798,Product A,,258,1,8
12081,19,98663,Product C,Competitor Product A,102,0,4
82713,48,87297,Product C,Competitor Product B,70,1,10
2192,70,32132,,Competitor Product B,286,1,10
96086,36,53300,Product B,Competitor Product B,53,0,3
91911,61,48036,Product A,Competitor Product A,275,1,2
96189,48,94546,,Competitor Product A,46,0,9
61463,60,88085,,Competitor Product B,69,0,2
44872,46,64424,Product C,,103,0,2
86198,46,63766,Product A,Competitor Product A,363,1,2
93598,48,39326,,Competitor Product A,61,0,8
37968,50,48448,Product A,Competitor Product A,25,1,6
49478,61,48536,Product C,Competitor Product B,33,0,8
86516,35,67018,Product C,,166,1,9
1987,36,64082,Product C,Competitor Product B,199,0,2
17911,57,61497,Product B,Competitor Product B,52,1,7
15878,65,36503,,Competitor Product B,216,0,6
82990,37,44789,Product A,,241,0,3
24186,22,82947,Product A,,13,1,2
19191,58,82898,Product A,Competitor Product A,57,0,2
64918,66,39785,Product B,Competitor Product A,223,1,9
84632,34,38123,,,63,0,1
90254,39,30423,Product B,,332,1,3
79790,68,30977,,Competitor Product B,251,1,6
11872,46,74815,Product B,Competitor Product A,244,0,4
96615,47,94324,Product B,Competitor Product A,43,1,6
75607,38,73489,,Competitor Product A,337,0,10
18596,64,66583,Product B,Competitor Product A,84,0,5
56645,42,51041,Product C,,113,1,5
89974,22,78586,,Competitor Product B,236,0,4
82089,52,67435,Product A,,76,1,8
